E2000000503 JA	A60100117	0.20399999999999999	M  	0.20399999999999999	M  	03P	Fahs
E2000000503 JA	A60100637	1	UNI	1	UNI	03P	Fahs
E2000000503 MA	A60100637	1	UNI	1	UNI	03P	Fahs
E2000000503 NO	A60100637	1	UNI	1	UNI	03P	Fahs
E2000000503 RO	A04490002SFP	0.16	M  	0.16	M  	03P	Fahs
E2000000503 SE	A60100272	0.16	M  	0.16	M  	03P	Fahs
E2000000503 SE	A04490002SFP	0.16	M  	0.16	M  	03P	Fahs
E2000000503 SE	A60100654	1	UNI	1	UNI	03P	Fahs
E2000000503 SO	A60100253	2	UNI	2	UNI	03P	Fahs
E2000000503 SO	A60100253	2	UNI	2	UNI	03P	Fahs
E2000000503 SO	A60101243	0.20399999999999999	M  	0.20399999999999999	M  	03P	Fahs
E2000000503 SO	A60100099	1	UNI	1	UNI	03P	Fahs
E2000000503 SUR	A60100637	1	UNI	1	UNI	03P	Fahs
E2000000503 SUR	A60100637	1	UNI	1	UNI	03P	Fahs
E2000000721 NO	A59920097	1	UNI	1	UNI	03P	Fahs
E2000000721 NO	A60100253	2	UNI	2	UNI	03P	Fahs
E2000000721 RO	A60100001	0.30499999999999999	M  	0.30499999999999999	M  	03P	Fahs
E2000000786 MA	A60100686	1	UNI	1	UNI	03P	Fahs
E2000000786 RO	A60100686	1	UNI	1	UNI	03P	Fahs
E2000000786 SE	A60100686	1	UNI	1	UNI	03P	Fahs
E2000000786 SE	A60100686	1	UNI	1	UNI	03P	Fahs
E2000000786 SE	A60100655	2	UNI	2	UNI	03P	Fahs
E2000000786 SUR	A60100686	1	UNI	1	UNI	03P	Fahs
E2000000786 SUR	A60100686	1	UNI	1	UNI	03P	Fahs
E2000000786 SUR	A60100655	2	UNI	2	UNI	03P	Fahs
E2000247/248	A60101431	1	UNI	1	UNI	03P	Fahs
E2000252	A60100028	1	UNI	1	UNI	03P	Fahs
E2000252	A60101284	7.0000000000000007E-2	KG 	7.0000000000000007E-2	KG 	03P	Fahs
E2000259	A60100028	1	UNI	1	UNI	03P	Fahs
E2000259	A60100345	1	UNI	1	UNI	03P	Fahs
E2120000103	A2000000107	6.9999999999999999E-4	UNI	6.9999999999999999E-4	UNI	03P	Fahs
E212501 CIRCUIT	A60100117	0.11423999999999999	M  	0.11423999999999999	M  	03P	Fahs
E212501 CIRCUIT	A60100637	0.56000000000000005	UNI	0.56000000000000005	UNI	03P	Fahs
E212501 CIRCUIT	A60100637	0.05	UNI	0.05	UNI	03P	Fahs
E212501 CIRCUIT	A60100637	0.56000000000000005	UNI	0.56000000000000005	UNI	03P	Fahs
E212501 CIRCUIT	A04490002SFP	8.0000000000000002E-3	M  	8.0000000000000002E-3	M  	03P	Fahs
E212501 CIRCUIT	A60100654	0.05	UNI	0.05	UNI	03P	Fahs
E212501 CIRCUIT	A60100099	0.56000000000000005	UNI	0.56000000000000005	UNI	03P	Fahs
E212501 CIRCUIT	A60100638	0.05	UNI	0.05	UNI	03P	Fahs
E212501 CIRCUIT	A60100767	0.25	UNI	0.25	UNI	03P	Fahs
E212501PPB MONT	A60101063	2	UNI	2	UNI	03P	Fahs
E212501PPB MONT	A60101066	1	UNI	1	UNI	03P	Fahs
E212501PPB MONT	A60101252	1	UNI	1	UNI	03P	Fahs
E212776PPB MONT	A60101062	1	UNI	1	UNI	03P	Fahs
E212776PPB MONT	A60101065	1	UNI	1	UNI	03P	Fahs
E212776PPB MONT	A60101069	1	UNI	1	UNI	03P	Fahs
E2169904A BLEU	A60100813	1	UNI	1	UNI	03P	Fahs
E2169904A OR	A60100813	1	UNI	1	UNI	03P	Fahs
E2169904B BLEU	A60100813	1	UNI	1	UNI	03P	Fahs
E2169904B OR	A60100813	1	UNI	1	UNI	03P	Fahs
E2169927A BLEU	A60100072	1	UNI	1	UNI	03P	Fahs
E2169927A ROSE	A60100071	1	UNI	1	UNI	03P	Fahs
E2169927A ROSE	A60100808	1	UNI	1	UNI	03P	Fahs
E2169927B BLEU	A60100072	1	UNI	1	UNI	03P	Fahs
E2169927B ROSE	A60100071	1	UNI	1	UNI	03P	Fahs
E2169927B ROSE	A60100809	1	UNI	1	UNI	03P	Fahs
E2180000719 NO	A60100003	0.25	UNI	0.25	UNI	03P	Fahs
E2180000719 RO	A60100003	0.25	UNI	0.25	UNI	03P	Fahs
E2180000719 SUR	A60100003	0.125	UNI	0.125	UNI	03P	Fahs
E2180000719 SUR	A60100003	0.125	UNI	0.125	UNI	03P	Fahs
E2180000745 NO	A60100002	3.4000000000000002E-2	M  	3.4000000000000002E-2	M  	03P	Fahs
E2180000745 RO	A00522192	2.9999999999999997E-4	KG 	2.9999999999999997E-4	KG 	16E	Fahs
E2180000745 RO	A60100003	1	UNI	1	UNI	03P	Fahs
E2180000745 SUR	A60100002	1.7000000000000001E-2	M  	1.7000000000000001E-2	M  	03P	Fahs
E2180000745 SUR	A00522192	1.4999999999999999E-4	KG 	1.4999999999999999E-4	KG 	16E	Fahs
E2180000745 SUR	A60100003	0.5	UNI	0.5	UNI	03P	Fahs
E21B1016 NOIR	A60101238	0.16200000000000001	M  	0.16200000000000001	M  	03P	Fahs
E21B1016 ROUGE	A60100177	0.16200000000000001	M  	0.16200000000000001	M  	03P	Fahs
E21B1016 ROUGE	A60101374	1	UNI	1	UNI	03P	Fahs
E21B1021 NOIR	A60101238	0.19600000000000001	M  	0.19600000000000001	M  	03P	Fahs
E21B1021 ROUGE	A60100729	1	UNI	1	UNI	03P	Fahs
E21B1031NO	A60100542	0.42	M  	0.42	M  	03P	Fahs
E21B1031RO	A60100721	1	UNI	1	UNI	03P	Fahs
E2200000722 SUR	A60100572	0.5	UNI	0.5	UNI	03P	Fahs
E2200000722 SUR	A60100002	1.32E-2	M  	1.32E-2	M  	03P	Fahs
E2200000722 SUR	A59920097	0.05	UNI	0.05	UNI	03P	Fahs
E2200000730 SUR	A10100002	0.05	UNI	0.05	UNI	03P	Fahs
E2200000730 SUR	A60100354	0.5	UNI	0.5	UNI	03P	Fahs
